Date:,25-Sep-14,ACTUAL,,Date:,25-Sep-14,ACTUAL,,,,,,,,
leave,,17:50:00,,video,35,16:30:00,,,,,,,,
,,,,work,30,17:05:00,,,,,,,,
,,,,leave,,17:35:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,17-Feb-14,ACTUAL,,Date:,17-Feb-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
wake up get ready,25,8:55:00,,wake up get ready,25,8:55:00,,,,,,,,
walk to work,45,9:20:00,,walk to work,45,9:20:00,,,,,,,,
clean office,10,10:05:00,,clean office,10,10:05:00,,,,,,,,
churn,15,10:15:00,,churn,15,10:15:00,,,,,,,,
meeting,70,10:30:00,,meeting,70,10:30:00,,,,,,,,
churn,5,11:40:00,,churn,5,11:40:00,,,,,,,,
plan,5,11:45:00,,plan,10,11:45:00,,,,,,,,
churn,10,11:50:00,,work,25,11:55:00,,,,,,,,
plan,5,12:00:00,,lunch,60,12:20:00,,,,,,,,
churn,5,12:05:00,,work,45,13:20:00,,,,,,,,
program,10,12:10:00,,break,35,14:05:00,,,,,,,,
work,15,12:20:00,,work,40,14:40:00,,,,,,,,
lunch,60,12:35:00,,break,20,15:20:00,,,,,,,,
program,30,13:35:00,,work,75,15:40:00,,,,,,,,
work,60,14:05:00,,break,25,16:55:00,,,,,,,,
break,10,15:05:00,,program,20,17:20:00,,,,,,,,
program calls,60,15:15:00,,,,17:40:00,,,,,,,,
work,60,16:15:00,,,,,,,,,,,,
break,10,17:15:00,,,,,,,,,,,,
work,20,17:25:00,,,,,,,,,,,,
leave,,17:45:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,14-Feb-14,ACTUAL,,Date:,14-Feb-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
wake up get ready,60,7:45:00,,wake up get ready,75,9:15:00,,,,,,,,
walk to work,70,8:45:00,,walk to work,40,10:30:00,,,,,,,,
churn,5,9:55:00,,plan,10,11:10:00,,,,,,,,
plan,10,10:00:00,,work,40,11:20:00,,,,,,,,
work,40,10:10:00,,Break,40,12:00:00,,,,,,,,
Break,35,10:50:00,,work,30,12:40:00,,,,,,,,
churn,20,11:25:00,,Lunch,60,13:10:00,,,,,,,,
led research,45,11:45:00,,work,60,14:10:00,,,,,,,,
Lunch,35,12:30:00,,Gym,75,15:10:00,,,,,,,,
work,100,13:05:00,,work,45,16:25:00,,,,,,,,
Gym,65,14:45:00,,Break,30,17:10:00,,,,,,,,
work,70,15:50:00,,work,30,17:40:00,,,,,,,,
program,35,17:00:00,,Meditate,30,18:10:00,,,,,,,,
work,20,17:35:00,,Go Home!,,18:40:00,,,,,,,,
Go Home!,,17:55:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,12-Feb-14,ACTUAL,,Date:,12-Feb-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
wake up get ready,95,7:45:00,,wake up get ready,105,7:45:00,,,,,,,,
drive to work,15,9:20:00,,drive to work,15,9:30:00,,,,,,,,
plan,10,9:35:00,,plan,15,9:45:00,,,,,,,,
program,10,9:45:00,,work,35,10:00:00,,,,,,,,
work,35,9:55:00,,break,15,10:35:00,,,,,,,,
break,15,10:30:00,,work,35,10:50:00,,,,,,,,
work,10,10:45:00,,Lunch,40,11:25:00,,,,,,,,
program,5,10:55:00,,work,40,12:05:00,,,,,,,,
work,35,11:00:00,,churn,15,12:45:00,,,,,,,,
lunch,40,11:35:00,,work,40,13:00:00,,,,,,,,
work,30,12:15:00,,gym,65,13:40:00,,,,,,,,
churn,15,12:45:00,,work,50,14:45:00,,,,,,,,
work,30,13:00:00,,Break,15,15:35:00,,,,,,,,
leave ,,13:30:00,,work,25,15:50:00,,,,,,,,
,,,,leave,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,11-Feb-14,ACTUAL,,Date:,11-Feb-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
wake up get ready,95,8:15:00,,wake up get ready,95,8:15:00,,,,,,,,
walk to work,40,9:50:00,,walk to work,40,9:50:00,,,,,,,,
churn,15,10:30:00,,churn,15,10:30:00,,,,,,,,
plan,10,10:45:00,,work,35,10:45:00,,,,,,,,
program,5,10:55:00,,break,15,11:20:00,,,,,,,,
work,10,11:00:00,,work,30,11:35:00,,,,,,,,
churn,25,11:10:00,,Lunch,70,12:05:00,,,,,,,,
work,20,11:35:00,,work,65,13:15:00,,,,,,,,
lunch,65,11:55:00,,work,50,14:20:00,,,,,,,,
work,75,13:00:00,,Break,15,15:10:00,,,,,,,,
break,10,14:15:00,,work,45,15:25:00,,,,,,,,
work,25,14:25:00,,program,30,16:10:00,,,,,,,,
break,30,14:50:00,,work,40,16:40:00,,,,,,,,
work,90,15:20:00,,leave,,17:20:00,,,,,,,,
leave for home,,16:50:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,10-Feb-14,ACTUAL,,Date:,10-Feb-14,PLAN,,,,,,0,0,0
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
wake up get ready,35,9:20:00,,wake up get ready,35,9:20:00,,,,,,,,
drive to work,10,9:55:00,,drive to work,10,9:55:00,,,,,,,,
town hall,60,10:05:00,,town hall,60,10:05:00,,,,,,,,
plan,5,11:05:00,,plan,10,11:05:00,,,,,,,,
video,20,11:10:00,,program,15,11:15:00,,,,,,,,
plan,5,11:30:00,,work,30,11:30:00,,,,,,,,
program,10,11:35:00,,lunch,70,12:00:00,,,,,,,,
work,15,11:45:00,,work,35,13:10:00,,,,,,,,
lunch,90,12:00:00,,break,20,13:45:00,,,,,,,,
work,45,13:30:00,,work,50,14:55:00,,,,,,,,
break,20,14:15:00,,program,70,15:30:00,,,,,,,,
churn,25,14:35:00,,work,45,15:50:00,,,,,,,,
work,20,15:00:00,,break,25,16:40:00,,,,,,,,
break,10,15:20:00,,work,30,17:50:00,,,,,,,,
program,70,15:30:00,,leave,,18:35:00,,,,,,,,
churn,20,16:40:00,,,,,,,,,,,,
work,30,17:00:00,,,,,,,,,,,,
leave,,17:30:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,7-Feb-14,PLAN,,Date:,7-Feb-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
wake up get ready,80,7:40:00,,wake up get ready,80,7:40:00,,,,,,,,
walk to work,60,9:00:00,,walk to work,60,9:00:00,,,,,,,,
plan,5,10:00:00,,plan,5,10:00:00,,,,,,,,
work,10,10:05:00,,work,25,10:05:00,,,,,,,,
program call,15,10:15:00,,program,25,10:30:00,,,,,,,,
work,30,10:30:00,,work,50,10:55:00,,,,,,,,
break,10,11:00:00,,lunch,65,11:45:00,,,,,,,,
work,40,11:10:00,,work,25,12:50:00,,,,,,,,
break,5,11:50:00,,break,20,13:15:00,,,,,,,,
lunch,75,11:55:00,,work,40,13:35:00,,,,,,,,
work,80,13:10:00,,program,70,14:15:00,,,,,,,,
coffee break,35,14:30:00,,work,45,15:25:00,,,,,,,,
program calls,25,15:05:00,,break,30,16:10:00,,,,,,,,
work,50,15:30:00,,work,25,16:40:00,,,,,,,,
program calls,30,16:20:00,,leave,,17:05:00,,,,,,,,
work,30,16:50:00,,,,,,,,,,,,
leave,,17:20:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,6-Feb-14,ACTUAL,,Date:,6-Feb-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
wake up get ready,70,9:15:00,,wake up get ready,70,9:15:00,,,,,,,,
bike to work,50,10:25:00,,bike to work,50,10:25:00,,,,,,,,
program,15,11:15:00,,program,5,11:15:00,,,,,,,,
churn,30,11:30:00,,churn,10,11:20:00,,,,,,,,
plan,10,12:00:00,,program,20,11:30:00,,,,,,,,
program,10,12:10:00,,work,50,11:50:00,,,,,,,,
work,70,12:20:00,,lunch,50,12:40:00,,,,,,,,
lunch,60,13:30:00,,work,50,13:30:00,,,,,,,,
work,25,14:30:00,,break,25,14:20:00,,,,,,,,
break,10,14:55:00,,work,15,14:45:00,,,,,,,,
meeting,65,15:05:00,,meeting,70,15:00:00,,,,,,,,
work,30,16:10:00,,work,45,16:10:00,,,,,,,,
break,30,16:40:00,,break,30,16:55:00,,,,,,,,
work,75,17:10:00,,work,40,17:25:00,,,,,,,,
break,20,18:25:00,,break,35,18:05:00,,,,,,,,
work,10,18:45:00,,work,15,18:40:00,,,,,,,,
Go to building S,,18:55:00,,Go to building S,,18:55:00,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,5-Feb-14,ACTUAL,,Date:,5-Feb-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
wake up get ready,115,8:20:00,,wake up get ready,105,8:20:00,,,,,,,,
drive to work,15,10:15:00,,drive to work,15,10:05:00,,,,,,,,
churn,5,10:30:00,,program,5,10:20:00,,,,,,,,
plan,5,10:35:00,,churn,10,10:25:00,,,,,,,,
program,15,10:40:00,,expenditures,30,10:35:00,,,,,,,,
expenditures,40,10:55:00,,work,55,11:05:00,,,,,,,,
work,20,11:35:00,,lunch,70,12:00:00,,,,,,,,
lunch,65,11:55:00,,work,60,13:10:00,,,,,,,,
churn,10,13:00:00,,break,30,14:20:00,,,,,,,,
expenditures,30,13:10:00,,work,55,14:50:00,,,,,,,,
work,25,13:40:00,,break,30,15:45:00,,,,,,,,
break,5,14:05:00,,work,45,16:15:00,,,,,,,,
work,25,14:10:00,,break,30,17:00:00,,,,,,,,
break,45,14:35:00,,Go Home!,,17:30:00,,,,,,,,
work,5,15:20:00,,,,,,,,,,,,
churn,15,15:25:00,,,,,,,,,,,,
work,50,15:40:00,,,,,,,,,,,,
break,45,16:30:00,,,,,,,,,,,,
leave for home ,,17:15:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,4-Feb-14,ACTUAL,,Date:,4-Feb-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
wake up get ready,80,7:50:00,,wake up get ready,105,7:40:00,,,,,,,,
drive to work,15,9:10:00,,drive to work,15,9:25:00,,,,,,,,
program,40,9:25:00,,program,35,9:40:00,,,,,,,,
work,10,10:05:00,,churn,25,10:15:00,,,,,,,,
eat,15,10:15:00,,work,50,10:40:00,,,,,,,,
churn,35,10:30:00,,break,30,11:30:00,,,,,,,,
work,50,11:05:00,,work,45,12:00:00,,,,,,,,
team lunch ,70,11:55:00,,lunch,60,12:45:00,,,,,,,,
work,90,13:05:00,,work,30,13:45:00,,,,,,,,
churn,5,14:35:00,,break,20,14:15:00,,,,,,,,
work,10,14:40:00,,work,45,14:35:00,,,,,,,,
break,25,14:50:00,,break,20,15:20:00,,,,,,,,
work,10,15:15:00,,work,35,15:40:00,,,,,,,,
break coffee,15,15:25:00,,break,30,16:15:00,,,,,,,,
work,20,15:40:00,,program,30,16:45:00,,,,,,,,
meeting,45,16:00:00,,plan,10,17:15:00,,,,,,,,
leave for home,,16:45:00,,Go Home!,,17:25:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,3-Feb-14,ACTUAL,,Date:,3-Feb-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
wake up get ready,85,7:30:00,,wake up get ready,105,7:30:00,,,,,,,,
drive to work,15,8:55:00,,drive to work,15,9:15:00,,,,,,,,
program,10,9:10:00,,program,15,9:30:00,,,,,,,,
work,70,9:20:00,,churn,25,9:45:00,,,,,,,,
meeting,60,10:30:00,,work,45,10:10:00,,,,,,,,
churn,15,11:30:00,,break,30,10:55:00,,,,,,,,
lunch,15,11:45:00,,work,35,11:25:00,,,,,,,,
video,60,12:00:00,,break,15,12:00:00,,,,,,,,
break,15,13:00:00,,work,25,12:15:00,,,,,,,,
work,85,13:15:00,,lunch,60,12:40:00,,,,,,,,
break,30,14:40:00,,work,30,13:40:00,,,,,,,,
work,95,15:10:00,,break,20,14:10:00,,,,,,,,
program,5,16:45:00,,work,45,14:30:00,,,,,,,,
plan,5,16:50:00,,break,20,15:15:00,,,,,,,,
churn,10,16:55:00,,work,35,15:35:00,,,,,,,,
expenditures,30,17:05:00,,break,30,16:10:00,,,,,,,,
Go Home!,,17:35:00,,Go Home!,,16:40:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,30-Jan-14,ACTUAL,,,,,,,,,,,,
Activity,Duration (in min),Start Time,,,,,,,,,,,,
go to sleep,15-Jan-14,,,,,,,,,,,,,
wake up get ready,95,8:30:00,,,,,,,,,,,,
drive to work,15,10:05:00,,,,,,,,,,,,
program,30,10:20:00,,,,,,,,,,,,
work,30,10:50:00,,,,,,,,,,,,
break,30,11:20:00,,,,,,,,,,,,
work,35,11:50:00,,,,,,,,,,,,
program,10,12:25:00,,,,,,,,,,,,
work,40,12:35:00,,,,,,,,,,,,
lunch walk,70,13:15:00,,,,,,,,,,,,
break,20,14:25:00,,,,,,,,,,,,
work,15,14:45:00,,,,,,,,,,,,
break ,5,15:00:00,,,,,,,,,,,,
meeting,75,15:05:00,,,,,,,,,,,,
churn,10,16:20:00,,,,,,,,,,,,
video games,30,16:30:00,,,,,,,,,,,,
plan,10,17:00:00,,,,,,,,,,,,
go home,,17:10:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,29-Jan-14,ACTUAL,,Date:,29-Jan-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
go to sleep,15-Jan-14,,,program,10,9:20:00,,,,,,,,
wake up get ready,90,5:40:00,,meeting,90,9:30:00,,,,,,,,
leisurely walk,90,7:10:00,,Break,25,11:00:00,,,,,,,,
work,5,8:40:00,,Break,15,11:25:00,,,,,,,,
program,60,8:45:00,,work,20,11:40:00,,,,,,,,
churn,25,9:45:00,,Lunch,60,12:00:00,,,,,,,,
program,15,10:10:00,,work,45,13:00:00,,,,,,,,
work,55,10:25:00,,Gym,75,13:45:00,,,,,,,,
calls,35,11:20:00,,work,40,15:00:00,,,,,,,,
video games,160,11:55:00,,Break,30,15:40:00,,,,,,,,
work,95,14:35:00,,work,35,16:10:00,,,,,,,,
video games,30,16:10:00,,Meditate,30,16:45:00,,,,,,,,
leave,,16:40:00,,Go Home!,,17:15:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,28-Jan-14,ACTUAL,,Date:,28-Jan-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
wake up get ready,65,7:35:00,,wake up get ready,105,7:30:00,,,,,,,,
walk to work,45,8:40:00,,drive to work,15,9:15:00,,,,,,,,
program,20,9:25:00,,program,15,9:30:00,,,,,,,,
work,135,9:45:00,,work,35,9:45:00,,,,,,,,
video games,80,12:00:00,,program,10,10:20:00,,,,,,,,
break lunch,45,13:20:00,,work,60,10:30:00,,,,,,,,
work,55,14:05:00,,lunch,65,11:30:00,,,,,,,,
video games,115,15:00:00,,work,70,12:35:00,,,,,,,,
leave for home,,16:55:00,,break,30,13:45:00,,,,,,,,
,,,,work,30,14:15:00,,,,,,,,
,,,,break,15,14:45:00,,,,,,,,
,,,,work,35,15:00:00,,,,,,,,
,,,,meeting,35,15:35:00,,,,,,,,
,,,,break,5,16:10:00,,,,,,,,
,,,,work,45,16:15:00,,,,,,,,
,,,,video games,20,17:00:00,,,,,,,,
,,,,plan,5,17:20:00,,,,,,,,
,,,,leave to go home,,17:25:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,27-Jan-14,ACTUAL,,Date:,27-Jan-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
wake up get ready,105,7:20:00,,wake up get ready,105,7:20:00,,,,,,,,
drive to work,35,9:05:00,,drive to work,65,9:05:00,,,,,,,,
program,10,9:40:00,,program,25,10:10:00,,,,,,,,
work,35,9:50:00,,work,30,10:35:00,,,,,,,,
program,5,10:25:00,,meeting,60,11:05:00,,,,,,,,
meeting,30,10:30:00,,lunch,60,12:05:00,,,,,,,,
work,60,11:00:00,,churn,10,13:05:00,,,,,,,,
lunch,65,12:00:00,,work,35,13:15:00,,,,,,,,
work,70,13:05:00,,break,15,13:50:00,,,,,,,,
program,15,14:15:00,,work,50,14:05:00,,,,,,,,
work,5,14:30:00,,gym,55,14:55:00,,,,,,,,
break walk,15,14:35:00,,break,15,15:50:00,,,,,,,,
program calls,35,14:50:00,,work,55,16:05:00,,,,,,,,
break,10,15:25:00,,break,25,17:00:00,,,,,,,,
work,10,15:35:00,,work,45,17:25:00,,,,,,,,
break,10,15:45:00,,plan,10,18:10:00,,,,,,,,
work,75,15:55:00,,Go Home!,,18:20:00,,,,,,,,
video games,25,17:10:00,,,,,,,,,,,,
plan,5,17:35:00,,,,,,,,,,,,
leave to go home,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,24-Jan-14,ACTUAL,,Date:,24-Jan-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
,,,,,,,,,,,,,,
wake up get ready,140,8:15:00,,wake up get ready,105,7:20:00,,,,,,,,
drive to work,10,10:35:00,,drive to work,65,9:05:00,,,,,,,,
program,40,10:45:00,,program,25,10:10:00,,,,,,,,
work,30,11:25:00,,work,45,10:35:00,,,,,,,,
video games,25,11:55:00,,Break,15,11:20:00,,,,,,,,
movie,40,12:20:00,,Break,15,11:35:00,,,,,,,,
work,15,13:00:00,,work,20,11:50:00,,,,,,,,
lunch,35,13:15:00,,Lunch,50,12:10:00,,,,,,,,
work,135,13:50:00,,work,45,13:00:00,,,,,,,,
gym,50,16:05:00,,Gym,75,13:45:00,,,,,,,,
break,15,16:55:00,,work,30,15:00:00,,,,,,,,
video games,15,17:10:00,,Break,20,15:30:00,,,,,,,,
plan,10,17:25:00,,work,30,15:50:00,,,,,,,,
leave to go home,,17:35:00,,plan,10,16:20:00,,,,,,,,
,,,,leave work,,16:30:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,23-Jan-14,ACTUAL,,Date:,23-Jan-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
program,15,9:25:00,,program,10,9:25:00,,,,,,,,
work,45,9:40:00,,work,30,9:35:00,,,,,,,,
churn,15,10:25:00,,break,5,10:05:00,,,,,,,,
break,15,10:40:00,,Pray & Meditate,20,10:10:00,,,,,,,,
program call,25,10:55:00,,work,20,10:30:00,,,,,,,,
work,40,11:20:00,,Lunch,70,10:50:00,,,,,,,,
Lunch,70,12:00:00,,work,40,12:00:00,,,,,,,,
work,15,13:10:00,,break,15,12:40:00,,,,,,,,
Pray & Meditate,20,13:25:00,,work,45,12:55:00,,,,,,,,
work,70,13:45:00,,Break,30,13:40:00,,,,,,,,
Break,10,14:55:00,,meeting,65,14:10:00,,,,,,,,
meeting,55,15:05:00,,work,45,15:15:00,,,,,,,,
work,15,16:00:00,,break,35,16:00:00,,,,,,,,
break,50,16:15:00,,program,60,16:35:00,,,,,,,,
plan,5,17:05:00,,plan,10,17:35:00,,,,,,,,
Go Home!,,465,,Go Home!,,17:45:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,22-Jan-14,ACTUAL,,Date:,22-Jan-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
wake up get ready,110,7:00:00,,work,50,9:30:00,,,,,,,,
walk to work,65,8:50:00,,churn,15,10:20:00,,,,,,,,
work,40,9:55:00,,Break,30,10:35:00,,,,,,,,
video games,25,10:35:00,,work,40,11:05:00,,,,,,,,
break,10,11:00:00,,Lunch,70,11:45:00,,,,,,,,
work,30,11:10:00,,work,55,12:55:00,,,,,,,,
video games,10,11:40:00,,break,25,13:50:00,,,,,,,,
lunch,80,11:50:00,,work,55,14:15:00,,,,,,,,
VIDEO GAMES,30,13:10:00,,Break,40,15:10:00,,,,,,,,
work,75,13:40:00,,program,65,15:50:00,,,,,,,,
break,10,14:55:00,,work,30,16:55:00,,,,,,,,
work,40,15:05:00,,break,20,17:25:00,,,,,,,,
VIDEO GAMES,10,15:45:00,,plan,10,17:45:00,,,,,,,,
work,155,15:55:00,,Meditate,15,17:55:00,,,,,,,,
leave for home,,18:30:00,,Go Home!,,18:10:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,21-Jan-14,ACTUAL,,Date:,21-Jan-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
wake up get ready,90,6:45:00,,wake up get ready,105,7:20:00,,,,,,,,
walk to work,55,8:15:00,,walk to work,50,9:05:00,,,,,,,,
program,20,9:10:00,,program,35,9:55:00,,,,,,,,
churn,20,9:30:00,,work,45,10:30:00,,,,,,,,
work,40,9:50:00,,break,20,11:15:00,,,,,,,,
video games,25,10:30:00,,work,30,11:35:00,,,,,,,,
work,15,10:55:00,,churn,15,12:05:00,,,,,,,,
break,20,11:10:00,,lunch,60,12:20:00,,,,,,,,
lunch,60,11:30:00,,work,45,13:20:00,,,,,,,,
video games,25,12:30:00,,break,25,14:05:00,,,,,,,,
walk,25,12:55:00,,churn,15,14:30:00,,,,,,,,
program,10,13:20:00,,break,30,14:45:00,,,,,,,,
break,45,13:30:00,,work,30,15:15:00,,,,,,,,
work,25,14:15:00,,break,15,15:45:00,,,,,,,,
video games,25,14:40:00,,meeting,45,16:00:00,,,,,,,,
work,50,15:05:00,,plan,15,16:45:00,,,,,,,,
churn,10,15:55:00,,leave for home,,17:00:00,,,,,,,,
meeting,25,16:05:00,,,,,,,,,,,,
plan,5,16:30:00,,,,,,,,,,,,
leave for home,,16:35:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,20-Jan-14,ACTUAL,,Date:,20-Jan-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
,,,,,,,,,,,,,,
wake up get ready,100,8:00:00,,wake up get ready,105,7:20:00,,,,,,,,
drive to work,10,9:40:00,,program,10,9:45:00,,,,,,,,
program,15,9:50:00,,churn,15,9:55:00,,,,,,,,
churn,10,10:05:00,,work,20,10:10:00,,,,,,,,
break,15,10:15:00,,meeting,50,10:30:00,,,,,,,,
meeting,65,10:30:00,,work,20,11:20:00,,,,,,,,
break,20,11:35:00,,break,35,11:40:00,,,,,,,,
work,10,11:55:00,,lunch,60,12:15:00,,,,,,,,
lunch,45,12:05:00,,program,60,13:15:00,,,,,,,,
work,75,12:50:00,,work,25,14:15:00,,,,,,,,
program,15,14:05:00,,churn,15,14:40:00,,,,,,,,
gym,45,14:20:00,,break,30,15:20:00,,,,,,,,
work,135,15:05:00,,work,45,15:50:00,,,,,,,,
plan,10,17:20:00,,break,30,16:35:00,,,,,,,,
leave work,,17:30:00,,work,40,17:05:00,,,,,,,,
,,,,plan,10,17:45:00,,,,,,,,
,,,,leave work,,17:55:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,17-Jan-14,ACTUAL,,Date:,17-Jan-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
go to sleep,16-Jan-14,11:15:00,,,,,,,,,,,,
wake up get ready,125,8:00:00,,wake up get ready,105,7:20:00,,,,,,,,
program,25,10:05:00,,program,10,9:45:00,,,,,,,,
meeting,20,10:30:00,,churn,15,9:55:00,,,,,,,,
churn,10,10:50:00,,meeting,30,10:10:00,,,,,,,,
program,10,11:00:00,,work,35,10:40:00,,,,,,,,
lunch,25,11:10:00,,break,15,11:15:00,,,,,,,,
work,35,11:35:00,,work,45,11:30:00,,,,,,,,
video games,40,12:10:00,,churn,10,12:15:00,,,,,,,,
churn,10,12:50:00,,lunch,60,12:25:00,,,,,,,,
program,120,13:00:00,,program,70,13:25:00,,,,,,,,
break,20,15:00:00,,work,65,14:35:00,,,,,,,,
work,120,15:20:00,,break,15,15:40:00,,,,,,,,
break,5,17:20:00,,work,50,15:55:00,,,,,,,,
plan,5,17:25:00,,break,30,16:45:00,,,,,,,,
leave work,,17:30:00,,work,0,17:15:00,,,,,,,,
,,,,plan,10,17:15:00,,,,,,,,
,,,,leave work,,17:25:00,,,,,,,,
,,,,,,,,,,,,,,
Date:,16-Jan-14,ACTUAL,,Date:,16-Jan-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
go to sleep,15-Jan-14,11:15:00,,program,10,9:45:00,,,,,,,,
wake up get ready,95,7:10:00,,churn,5,9:55:00,,,,,,,,
drive to work,15,8:45:00,,work,40,10:00:00,,,,,,,,
program,100,9:00:00,,program,75,10:40:00,,,,,,,,
work,80,10:40:00,,lunch,55,11:55:00,,,,,,,,
churn,5,12:00:00,,work,45,12:50:00,,,,,,,,
lunch,60,12:05:00,,break,25,13:35:00,,,,,,,,
work,30,13:05:00,,work,60,14:00:00,,,,,,,,
break,10,13:35:00,,MEETING,75,15:00:00,,,,,,,,
work,10,13:45:00,,break,15,16:15:00,,,,,,,,
program,30,13:55:00,,work,30,16:30:00,,,,,,,,
work,15,14:25:00,,Break,15,17:00:00,,,,,,,,
meetings,75,14:40:00,,churn,5,17:15:00,,,,,,,,
video games,30,15:55:00,,work,30,17:30:00,,,,,,,,
work,50,16:25:00,,plan,5,18:00:00,,,,,,,,
break,5,17:15:00,,Go Home!,,18:05:00,,,,,,,,
work,10,17:20:00,,,,,,,,,,,,
plan,15,17:30:00,,,,,,,,,,,,
leave work,,17:45:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,15-Jan-14,ACTUAL,,Date:,15-Jan-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
go to sleep,14-Jan-14,10:45:00,,program,10,9:45:00,,,,,,,,
wake up get ready,130,7:20:00,,churn,5,9:55:00,,,,,,,,
program,5,9:30:00,,work,40,10:00:00,,,,,,,,
work,15,9:35:00,,program,75,10:40:00,,,,,,,,
churn,10,9:50:00,,lunch,55,11:55:00,,,,,,,,
work,20,10:00:00,,work,45,12:50:00,,,,,,,,
break,10,10:20:00,,break,25,13:35:00,,,,,,,,
work,20,10:30:00,,work,60,14:00:00,,,,,,,,
program,70,10:50:00,,churn,15,15:00:00,,,,,,,,
lunch,95,12:00:00,,break,15,15:15:00,,,,,,,,
work,45,13:35:00,,work,45,15:30:00,,,,,,,,
break,10,14:20:00,,Break,30,16:15:00,,,,,,,,
meetings,100,14:30:00,,program,20,16:45:00,,,,,,,,
video games,40,16:10:00,,work,45,17:15:00,,,,,,,,
plan,15,16:50:00,,plan,5,18:00:00,,,,,,,,
work,15,17:05:00,,Go Home!,,18:05:00,,,,,,,,
churn,25,17:20:00,,,,,,,,,,,,
break,15,17:45:00,,,,,,,,,,,,
leave work,,18:00:00,,,,,,,,,,,,
,,,,,,,,,,,,,,
Date:,14-Jan-14,ACTUAL,,Date:,14-Jan-14,PLAN,,,,,,,,
Activity,Duration (in min),Start Time,,Activity,Duration (in min),Start Time,,,,,,,,
program,40,9:30:00,,program,40,9:45:00,,,,,,,,
plan,5,10:10:00,,plan,10,10:25:00,,,,,,,,
program,5,10:15:00,,churn,10,10:35:00,,,,,,,,
work,40,10:20:00,,work,25,10:45:00,,,,,,,,
break ,20,11:00:00,,break,10,11:10:00,,,,,,,,
program,60,11:20:00,,work,25,11:20:00,,,,,,,,
lunch,60,12:20:00,,program,65,11:45:00,,,,,,,,
